"cluster_number","position_number","development","analysis","product","information","design","model","modeling","insight","communicate","report","understand","implement","data analysis","data mining","analytic","processing","presentation","recommendation","pattern","optimization","improvement","business problem","documentation","extract","develop ... model","large data set","transformation","prototype","interface","decision making","evaluation","forecasting","statistical method","statistical model","decision-making","simulation","data collection","ownership","quantitative analysis","drive ... decision","solve problem","identify opportunity","predict","mapping","identify ... trend","data infrastructure","design ... experiment","formulate","forecast","test ... model","develop ... system","data gathering","test hypothesis","complex data set","cross-functionally","provide leadership","validate ... model","build model","manage data","collect data","construct","analytical method","exploratory analysis","data wrangling","data aggregation","financial model","manipulate ... data set","manipulate ... dataset","key decision","engineering design","product launch","build solution","cross functionally","product decision","normalization","business recommendation","due diligence","ensure accuracy","drive ... model","data sourcing","problem statement","product leadership","discover pattern","mine data","explore opportunity","experiment analysis","monitor ... metric","quantitative information","support platform","evaluate ... metric","provide mentorship","go-to-market strategy","cost-benefit","product operation","build dashboard","evaluate ... experiment","requirement specification","ass ... improvement","ensure data integrity","prioritize lead","cost benefit","visual display","ongoing deliverable","non-routine analysis problem","define metric","track ... activity","ad-hoc exploratory","manage decision","create rule","architect system","tactical initiative","automate report","transform data set"
0,8204,0.0022634785091852684,0.0006404088257086541,0,0.002592719999120364,0,0.005784713427669686,0.00151802932527393,0,0.0037499866958534433,0,0,0,0.0027733869438610567,0,0,0,0,0,0,0,0,0,0,0.00578263276766884,0,0,0.005877489972584797,0,0,0,0,0,0,0,0.006863617655673127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0.006803151698955723,0.0009624121397587919,0.0037780699177464793,0.0077927258400527786,0.012306900084425372,0.004346659668263036,0.00228130811522908,0,0,0.05829428146551767,0.005903594981585043,0.011898107725391053,0.004167870828555239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,0.006803151698955723,0.0009624121397587919,0.0037780699177464793,0.0077927258400527786,0.012306900084425372,0.004346659668263036,0.00228130811522908,0,0,0.05829428146551767,0.005903594981585043,0.011898107725391053,0.004167870828555239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8207,0.0073502944000856975,0.0015597210398518814,0,0.012629182393287357,0.004432227041027246,0.009392478554789929,0.0036971730911451554,0,0.003044374631686786,0.003149129620898982,0,0.006427505842548126,0.002251535682800706,0.003219998981308251,0.017129939091803055,0,0,0,0,0.003034914806355906,0,0.0043219280153727535,0,0,0,0,0.00477155862721224,0,0,0,0,0,0,0.005448959492593165,0,0.00407410589935413,0,0,0,0,0,0,0.006330625245091516,0,0,0,0,0,0.006891690887461827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,0.005529502294128396,0.000782234524552808,0,0.0063338136964812535,0.006668579041180262,0.00353290146552886,0.0018542139018756904,0,0.004580463201556146,0,0,0,0.0033875845090540297,0.004844701663657848,0.030927753045200585,0,0.005624096671939741,0,0,0.00456623026801037,0,0,0,0,0,0.007179125879755402,0,0,0,0,0,0.026778347085208386,0,0,0,0.006129762072315917,0,0,0,0,0,0.009456688449167557,0,0,0,0,0,0,0.010369005239354665,0,0,0,0,0,0,0,0,0,0,0,0,0.012250670674481566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014852111553554682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,0.00846825875814069,0,0,0,0.005106359475589082,0,0,0,0,0,0.007348530816238725,0.007405115996921704,0,0,0,0,0,0,0,0.0069930379628970005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,0,0.0014041750891562704,0,0,0.005985322991879007,0,0.00332846593861292,0.022560164213231374,0,0.008505231230214873,0,0,0,0.008696636592959581,0,0.006692983961765246,0,0,0,0,0,0.011672748205453462,0,0,0,0,0,0.012922833662088885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01949193487599773,0.019768331269226024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0.006765145264883345,0.0019140710712521227,0,0,0,0.008644753306713077,0,0,0,0.011593723017723068,0,0,0,0,0.012612994258657223,0,0,0,0,0,0,0.015911455654361143,0,0,0.01731794987249239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03634203832657515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8213,0.009460632831360302,0.00267670876370414,0,0,0.022819043906538713,0,0,0,0,0,0,0.016545806055621934,0,0,0,0,0,0.020407826131392744,0,0,0,0,0,0,0,0,0,0,0,0,0.026433149873645916,0,0,0,0,0,0.05664608667126943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8214,0.004843844009656474,0.0013704748870165197,0.005379971562870987,0,0.005841675240073911,0,0,0,0,0.008301105680689716,0.008406719253777102,0,0,0,0,0,0,0,0,0,0,0,0.011597763835776122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0.003918967645353135,0.0011087984522787377,0,0,0.004726274466079216,0.005007802077351588,0,0,0.012985390823829076,0,0.013603105588636087,0.013707852266146328,0.004801818818659111,0,0.007306556544659039,0.005285074714144725,0,0,0,0,0,0,0.009383304074252526,0,0.010032080994097534,0,0,0,0,0,0.010949654316591189,0,0,0,0,0,0,0,0.02468609930110311,0,0,0,0.013501236364127214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,0.002796676679940228,0.00237380176734963,0.003106219147154149,0.003203476211384283,0,0,0,0,0,0,0,0,0.003426702113084677,0.0049006451008825344,0,0,0.005689040051523341,0,0,0,0,0.006577714924089249,0,0,0,0,0,0,0.007292279904272699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8217,0,0.004714936537900871,0,0,0,0.014196429742216889,0.0037254389404658373,0,0.009202949001291707,0,0,0,0,0.009733850131569438,0.010356541157337812,0,0,0,0,0.01834870511365635,0,0.013064910835461673,0,0,0,0.014424115299692048,0,0,0,0,0,0.013450591769863846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0.004324860722907566,0.0012236382919790356,0,0.009907894282352819,0.015647344393055117,0.01105293458501172,0.002900520317934116,0.006553190557176732,0,0,0,0.03025518821599439,0.005299150053448804,0.007578497602436205,0.01612661408785459,0,0,0,0.009352110984193378,0,0,0,0,0.011048959038224391,0,0,0,0,0,0.011666368035462548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8219,0.0045524849714816485,0.001288040307346353,0.005056364250818596,0,0.010980592556529906,0,0,0.013796190646687858,0.007542266474742827,0.007801791053279807,0.007901051930241636,0,0,0,0,0,0.009260730610186492,0,0.009844327351782502,0,0,0,0.010900153980992595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015173243378680878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0.006841587584260557,0,0.026595904618712505,0.003918376269857047,0,0,0,0,0,0,0.0059369486255488,0,0,0,0,0,0,0,0,0,0,0,0.024571533550373142,0,0,0,0,0,0.00891965310324881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0,0.0045987302155626195,0.005028177649828551,0,0,0,0.0037187017918938973,0,0.005658461083457751,0.00818590519634446,0,0,0.0065628849011883355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008811504834715567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0.019375376038625897,0.0027409497740330394,0,0.011096841596235156,0.011683350480147821,0,0,0,0,0,0,0,0.011870096119725322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0.004805400803230629,0.0013595981021989282,0.00800591006379611,0.011008771424836465,0,0,0,0.00728132284130748,0.003980640639447603,0.004117611944786565,0.004169999629849753,0,0.0029439722519160024,0,0.004479615024404053,0,0.00488760782204287,0,0,0,0,0,0.00575285904552387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008479920057312943,0,0,0,0,0.009011159315153458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01984584404080334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,0.003050279603058233,0.000863019450262292,0.003387891412387271,0.0034939677570009937,0.0036786368010540997,0,0,0,0.005053508519600987,0,0.005293903812202205,0.010669335894809106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018263725677386617,0,0,0,0,0,0,0,0,0,0,0.011352993684291646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8226,0.004234129379070345,0.001197967558580874,0.014108317035500839,0,0.005106359475589082,0,0,0.0128314220699964,0,0,0,0,0,0.007419508142245236,0,0,0,0,0.009155912851657852,0,0,0,0,0.010817162694765138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01570046000453201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02516913039585457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0.0069197771566521064,0.0019578212671664567,0,0.007926315425882255,0,0,0,0.010485104891482772,0,0,0,0.012102075286397757,0,0,0.025802582540567345,0,0,0,0.014963377574709405,0,0,0.01627514606931797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8229,0,0,0,0,0,0,0,0.00314732994169723,0,0,0,0,0.0025450463378484823,0,0,0,0,0.004480620488539058,0.004491579889492532,0.003430546925194755,0,0.0048853354410474175,0,0,0,0,0.005393579991994624,0,0,0,0,0,0,0,0,0,0,0,0.013084056061819659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009103816685632671,0.009103816685632671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,0,0.010306458932703039,0,0,0,0,0.00703024274333136,0,0,0,0,0,0,0,0,0.009438139242565542,0,0,0.007662869185396713,0,0,0,0,0,0,0.012047728487865388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,0.0028970358909428673,0.000819662013765861,0.0032176863414300158,0.003318433491697116,0.003493824904350425,0,0,0,0.00959924824058178,0,0.005027942137426496,0.010133316627366542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017346170081154275,0,0,0,0,0,0,0,0,0,0,0.010782627972879865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0.007390070828119487,0.0038107285701356997,0,0,0,0,0,0,0.005773845641330427,0.005818305426152769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03044036480641534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8233,0.008936981567631872,0.0012642757260299998,0,0,0,0.022840012426592483,0.002996847560965138,0,0.007403110266721742,0,0,0,0.00547513658658917,0.007830182024657333,0,0,0,0,0,0,0,0,0,0,0.01143879345821453,0,0,0,0,0,0,0.010820033231846193,0,0.013250421791951643,0,0,0,0,0,0,0,0,0.015394398658728077,0,0,0,0,0,0,0.01709753103079642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021446786625462382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,0.003540821644485727,0.0010018091279360524,0,0,0.008540460877301039,0.027147558629853345,0,0,0,0,0.006145262612410161,0,0.004338485423876214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009194319109160427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,0.005542155617455921,0.0015680490698129516,0.0030777869352808847,0.006348307549333613,0.0033419194737264934,0,0.0037169139085654578,0.008397681263201305,0,0,0,0,0,0,0.010332841978488067,0,0,0.005977578363428538,0,0,0,0,0,0,0,0,0,0,0.007225531346796519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01956009020084999,0,0,0,0.010313818061015523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014055652222183758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0.0025220094536898083,0.002655306927306323,0,0,0,0,0,0,0.003850660318399286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8237,0.002752184096395724,0,0.0030568020243585147,0,0,0,0,0,0,0,0,0.004813325397999108,0,0,0,0,0,0.011873644294628505,0.005951343353577604,0,0.01831504429322119,0,0,0,0,0,0,0.007166298667158381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166634149826445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,0.0024764028679225333,0.0007006517827282822,0.002750496709034247,0.0028366159499578626,0.0029865415337801183,0.0031644393494921082,0,0,0.008205492361069907,0,0,0,0,0,0,0.0033396484389994277,0,0,0,0,0,0,0,0,0,0,0.006430382689842263,0,0,0,0,0,0,0.007343280788586699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010815609587293752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8239,0.007568506265088242,0.002141367010963312,0,0.017338814994117432,0,0.009671317761885255,0,0,0,0,0,0,0,0.01326237080426336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
